description,length,rate
  lekin  maah bad dono parties ke darmiyan photo parh jane se jab bohran paida hua to hussain shaheed suhrawardy mustafee ho gaye aur assembly mein hazb e ikhtelaf ka kirdar adaa karne lage,100,-1
  jin ka marshal law hukkam ke paas koi jawab na tha,100,-1
  hussain shaheed suhrawardy ne  december  ko marshal law ke zehni sadmey se wafaat paai aur dhaka mein madfan hue,100,-1
  ye azaz bhi abhi tak pakistan sirf aik dafa hi hasil karsaka,100,-1
 in per ilzam hai kay woh lord godrey white ki beti seeta white ki beti kay walid hai jab kay imran khan hamesha say iss ilzam ki tarwed karte aye hain,100,-1
  june   ko iss jore mein talaq ho gayi,100,-1
  imran khan ka kehna tha kay woh apni masrof zindagi ki wajah say inhein waqt nahi dey patey thay,100,-1
  november  ko pervez musharraf kay emergence  kay nafaz kay alan kay baad app ko nazar band karne ki koshish  ki gai ta hum  app police ko jul dey kar farar hone mein kamiyab hogaye,100,-1
   november ko police nay inhein giraftar karliya,100,-1
  iss say phele woh  may ko chief justice of pakistan justice muhammad iftikhar chaudhry ki really per karachi mein hone wali fairing aur iss nateje mein hone wali halakato ka ilzam muttahida qaumi movement per laga chukey thay,100,-1
 imran khan nay  kaha kay in ki zindagi aur karachi mein tehrek e insaf kay karkun ki zindagi khatra lahaq hai khun kay britannia hukumat  nay muttahida qaumi movement  kay london mein muqeem quaid altaf hussain kay  khalaf  qadam nahi uthaya jis say ye log shair  ho kar tashadut  ki karwai kar saktey hain,100,-1
 interview kay zariye awam ki nigha mein rahey hain ta hum  mubasireen ka kehna hai kay in kay pass khatir khuwah vote bank aur street power moujud nahi aur ayinda intakhabat mein bhi in kay kamiyabi honey ka imkan kuch zada nahi hai,100,-1
  pir ali rashdi ne  march  ko wafaat paai,100,-1
  ke hungama khaiz daur aur bilkhusoos zulfiqar ali bhutto ki phansi ke bad wo khamoshi aur maslehat ka shikaar dikhaai diye,100,-1
  general zia ul haq ke taweel marshal law mein wo apna koi mustaqil siyasi raasta na chunn sake,100,-1
  general zia ul haq ke iqtedar ke khatmey ne in ki siyasi chupp ka roza torh diya aur wo batadreej siyasi taur par mutehrik hote gae,100,-1
 mohtarma benazir bhutto ke pehle daur e hukomat mein islami nazariyati council ke chairman bane  ke election se pehle wo mohtarma benazir bhutto ke sathiyon mein shumar hone lage the afsoos ke in ki zindagi ne wafa na ki wagarna shayad wo  ke bad dobara koi hukomati auhda paa lete,100,-1
   march  ko is hasht pehlo shakhsiyat ne daarfani se kooch kia,100,-1
 maulana kausar niaziâ¦ mianwali ke mardam khaiz khittey se talluq rakhte the jahan ki niazi baradari ke naamwar afraad maslan general a k niazi maulana abdul sattar khan niazi aur imraan khan niazi ki shohrat mein koi kalaam nahi lekin yeh sab he pur josh log apni zindagi ke mukhtalif adwaar mein shadeed tanqeed ka nishana bhi bane,100,-1
  kausar niaziâ¦ bunyadi taur par mazhabi class ne in ke is jurm ko kabhi muaaf nahi kiya aur wo hamesha right baazo ka khaas nishana bane rahe is shadeed nafrat ne in ke urooj ka raasta rook diya,100,-1
  dosri taraf peoples party ke bohat se log bhi inhe hamesha rujat pasand mulla samajhte rahe,100,-1
  peoples party ke bohat se logon ne inhe apni saffon mein hamesha shukk ki nazar se dekha,100,-1
  maulana kausar niazi hamari siyasi tareekh ke wo aadmi the jinho ne mehaz apni salahiyat aur mehnat se aik maqam banaya magar wo zaati hesiyat mein khatir khuwa awami maqboliyat hasil na kar sake,100,-1
  kuch halqon mein in ke barey mein paae jane wale tassub nafrat aur hassad ne in ke siyasi qad shairana maqam aur ilmi rutbey ke hawale se dewarein khari kar den wagarna aaj shayad wo shiddat pasandon ke khilaaf aitedaal pasand mazhabi quwwaton ke fikri rehnuma hote aur liberal powers ke liye aik ideal mazhabi rehnumaâ¦ magar taqdeer ke faisley alag he hote hain,100,-1
  saadgi aur kifayat shoaari sari umar in ka shuaar raha lekin siyasi aur qaumi kamon mein apna paisa be dareegh kharsh kiya,100,-1
  angrez khilafat tehreek ke bad tareen mukhalif the,100,-1
  seth chotani ko angrezon ne apni resha dawaniyon aur sarkari aehkamat ke zariye dewaliya kar diya aur wo is sadmey se is daarfani se kooch kar gaey,100,-1
  inho ne liyari ke logon ko basane ke liye  villages basane ka mansooba pesh kiya aur  village namone ke taur par tameer karne ke liye apni janib se  lakh  hazar rupey ki raqam pesh ki lekin baldiya is se istefada na kar saki,100,-1
  angrezon ne apni makhsoos hikmat e amli ke tehat sindh ko bombay ke sath mila diya tha,100,-1
  chon ke is tarha baaz ilaqon mein hindoun ki aksariyat ho gait hi aur phir bombay ke hindustan ke musalmano ke mafadat ko sakht nuqsanaat pohchaya karte the,100,-1
  magar herat ki baat yeh hai ke us party ke dono air karda rehnuma yani sir abdullah haroon aur sir shanawaz bhutto apni apni nishast par shikast se do chaar ho gaey the,100,-1
  sir abdullah haroon ne qarardad e pakistan ki manzori ke bad sindh mein tehreek e pakistan mein bharpor hissa liya magar bad qismati se qiyam e pakistan se qabal he  april  ko  sir abdullah haroon wafaat paa gaey,100,-1
 e daawa nahi tareekhi haqiqat hai ke is waqt pakistan mein jamhuriat ke liye chaaron aamriyaton yani ayub khan yahya khan zia ul haq aur parvez musharraf ke samne seena sapar hone wale jahangir badar wahid siyasatdan hai jinho ne har aamir ko lalkara aur us ke natije mein koron aur qaid o band ki saubatein bardasht ki,100,-1
  amir yahya khan ki banai hui fauji adalat ne  mein jahangir badar ko aik saal qaid ba mushaqqat ki saza di jo bad naam zamana shahpur jail mein guzari,100,-1
  mein amir waqt general zia ul haq ne is farzand jamhuriat ko aik saal qaid sakht koron ki saza sunai,100,-1
  coat lakhpat jail mein qaid ke ye din guzre aur koren zulfiqar ali bhutto shaheed ke liye aziyat ka baiys banae gae,100,-1
  is karb o aziyat ka izhaar unho ne aik kate phate kaghaz par ye pegham bhej kar kiya,100,-1
 hum qaum ke liye qurbani de rahe hai,100,-1
  mein aik aur fauji adalat sajai gai aur farzand jamhoriyat ke seene par aik saal qaid aur jurmane ke tamghe lagae gae lekin aamriyat ki afriyat ko abhi tak sukoon nasib nahi hua tha,100,-1
  us ne jamhoriyat ke khilaf awaz buland karne wale is azeem farzand ko lahore ke shahi qiley ke aqoobat khane central jail mianwali aur gujranwala jail mein muqeed rakha jahan is par musibaton aziyaton aur mazalim ke paharh torh diye gae lekin is bandae hur ke paae istaqlaalmein junbish na hui,100,-1
  mein jaali refrendam ke dauran aik baar phir giraftar hue aur april  tak jail mein rahe,100,-1
  zia ul haq ki aamriyat ka pora daur is farzand jamhoriyat par karb,100,-1
  mein parvez musharraf ki aamriyat ke afriyat ne farzand jamhoriyat ke samne mou phara daraya dhamkaya mukhtalif bahanon se rah e rast se hatane ki koshish ki,100,-1
  jo sir na jhuke woh kaat diya jata hai,100,-1
  musharraf aamriyat ne jaali aur be bunyaad muqaddamaat bana kar unhe jail mein daal diya,100,-1
 jurm ye bhi tha ke unho ne awam ke masaiyl hal kiye hai,100,-1
 bad azan musharraf ka naam apni pori koshish aur riyasati wasaiyl ke bharpoor istamal ke bawajood jhot ke is palandey mein haqeeqat ka koi rang na bhar saka,100,-1
  sadar ke is amar ke khilaf quomi assembly ke spaker ghohar ayoub ne supreme court mein rit kar di,100,-1
  ghulam ishaq khan jabri retirement ke bad peshwar mein gosh nashen ho gaye ow do saal musalsal bemar rahe,100,-1
  marne se  mah qabal bemari shidad ikhteyar kar gayi aur wo koma mein chale gaye,100,-1
  october  baroz juma ko subha sawa  baje peshawar mein inteqal kar gaye marhom ki umar  baras thi,100,-1
 bkwas tareen itna ghtiya meterial ,100,-1
 mjhe yeh bilkul achi lagi aisi hi mili hai jesi is picture mein dikhai gai hai iski stitching kafi achi hui hai aur embroidery b achi lgti hai iske bottom pe size b bilkul sahi aya hai aur mjhe is se koi issues nahi hain na kapre ki quality se na hi embroidery aur size se main bilkul mutmaeen hoon,100,-1
 colours wagera tou sahee hain lekin material who nai hai jo bataya gaya tha likha hua cotton hai aur material jersey/banyan wali deliver hui hai aur itna pasand nai aaya lekin overall item sahee hai istemal mein bhee atee hai,100,-1
 bilkul achi quality ni h,100,-1
 bht buri service hai apki bachon waly size main bhji hain ap ny shlwar ek ma ny shrugs order kiye unka stuff b ganda or size unka b chotaa tha i hate your service,100,-1
 kaafi mukhtalif material istemal kia hai ismein yeh viscose cotton aur fleece ki tarha naheen hai thora patla hai lekin dikhne mein wonderful free size hai aur fitting bhee perfect bara kamm dekhne ko milta hai aisa aur black colour ki tou baat he alag hai saray colours kay sath chaljye saray dresses kay sath chaljaye aur quality per etimad hai khush kardia daraz ne,100,-1
 low quality thay kaafi matlab itnay paison mein meine yehi cheez expect kari thi wese comfortable hai raat mein aapko konn dekhta hai islie mein yeh mangwaye us hisaab se sai thay ye kaam chalau,100,-1
 yar maine ye  mangwaye thay laken sabke sizes bhi alag thay quality bilkul bhi achi nahi thi mujhe is price mein market se bhi is se achi cheez mil jaati kyunke iska stuff bohot hi koi sasti quality ka hai or stitching bhi pehli bar pehnne mein saari bahar agayi,100,-1
 es dress k price bhut increased hui hein jub k  thay phaly thay price plz kum karein,100,-1
 is per one printed palazzo mention ha but ap k darazpk k page per two printed palazzo mention han is ley me ne order kia tha per nikla srf one pac this is not fear,100,-1
 mn ne red shrt ordar ki thi mujhy pink mn mili or us ki back side mn tuk laga hai,100,-1
 main ne ye  kharidi thi bazar se  ki aik aur takreeban  saal chali phir gum gai lekin daraz pe bohot ziada qeemat hai thats y ratin it low,100,-1
 bilkul hee kachra kisam ka necklace tha yay  halka sa paseena anay k baad is ka color hee ur gya pura biklul hee na kabil ay istamaal ban gya yay  isay utha k kachray may paink dia mainay to bilkul hee baykaar tareen cheez hai yay,100,-1
 yeh ring website pe tou bari pyari lagrahee hai lekin asal mein itnee khaas nai hai ispe uper jo zirconum laga hai who acha hailekin band patla sa hai aur itna acha nai lagraha looks mein goft tou dedia hai aur unhoun ne koi shikayat nai kee lekin mera dil khud nai maan raha isko,100,-1
 fuzool tareen looterey hain ye log aaainda plz daraz se shopping mat karain,100,-1
 kab milega muje parcel,100,-1
 boht bekar material hy jitney paise liye us hisab sy local material hy,100,-1
  umdah kahani mauseeqi aur kirdar nigari ke bawajood film box office par na kamiyab ho gai,100,-1
  tota kahani aur manchale ka sauda mein wo tasoof ki tarha maeyl nazar aae aur is baat ko le kar un par khasi tanqeed ki gae,100,-1
 jigar ki rasoli ki wajah se  september  ke roz in ka inteqaal hua,100,-1
  unho ne apne pasmandigaan mein ek bewah bano qudsiya aur teen bete chore hai,100,-1
 ashfaq ahmed ne apne kaam ke hawale se jahan dunya bhar se daad sameti wahe ek makhsoos halqe ki taraf se in par khasi tanqeed bhi hui,100,-1
  march  mein aap ko rawalpindi sazish case mein muaawnat ke ilzaam mein hukoomat waqt ne giraftar kar liya,100,-1
  ap ne  saal sargodha sahiwal hyderabad aur karachi ki jail mein guzare,100,-1
 faiz ahmed faiz ka inteqal  november  ko lahore mein hua,100,-1
  saghar siddiqui ne hafiz jalandahri ke tarane se phele pakistan ka qomi tarana likha kashmirk haseen wadiyon mein filmaya aur apni hi awaz mein gaya aur regent cinema mein sab se phele dekhaya gaya tarane ke bol the â salam aey quaid e azamâ hukumat ne is tarane ko pass na kiya,100,-1
  mein aik charsi aur afyuni photographer hafiz qandhri se saghar siddiqui ki dosti ho gai aur yaha se saghar ki zidagi mein nashe ka agaz howa,100,-1
  bharte bharte  mein marfiya ka istemal karne lage,100,-1
  wasail ki kami aur doston ke adam tawan ki wajah se sawa  rupe mein jilani niyazi ko farokht kar deya,100,-1
  âkiya hai hum ne sabar humen ayoob milaâ se mutasir ho kar apne pas bolaya magar un ki ana ne gawara na kiya ke koi bheek dene ke liye bolaye aur main chala jayon,100,-1
  sadar e pakistan ke pas jane ke bajaye  cigaratte ki dibi utha kar faqt ye sher likh kar bhejh deya,100,-1
 sakth sardi mein bhi saghar ke pas koi garam kapra na tha ke sardi se bach sake wo raat aik tanoor par sote kyun ke nan bai jab apna kaam khatam kar ke jata tab bhi tandoor garam rehta tha,100,-1
  ye halat dekh kar dr abdul rehman ne aik razai saghar siddiqui ko di ta ke sardi se mehfooz reh sakein jab saghar razai uthaye ja rahe the ke raste mein aik faqeer sardi se kanp raha tha saghar razai us ko de di aur khud hasb e adat sabar aur qanayat par aktefa kiya,100,-1
  saghar siddiqui ko meer taqi meer ke bad dard ka safir kehna beja na ho ga,100,-1
  taqseem hind ke bad saghar siddiqui sher likhta tha sher pharhta tha sher khata tha aur sher hi peta tha,100,-1
  wo tamam umar adbi ajaradari ka rona rota raha magar us ka koi pursan e hal na tha,100,-1
   rupe balke   ane ke uwaz apni ghazalein beach kar apni zindagi ki gari ko chalata raha,100,-1
  mein un par falij ka hamla (falij ka attack) howa,100,-1
  footh path par apni zindagi ka akhtamam kiya,100,-1
  logon ki be inteha dad hasil karne ke bawajud adab ke thekedaron ke zere atab rehene wala saghar siddiqui  july  ko khamoshi ke sath shehar e khamoshan ahata e sheikhan nazd surriya azeem waqaf hospital bahawalpur road qabrustan meyani sahab lahore mein dafan ho gaya,100,-1
  saghar ne sirf  baras ki umar pai,100,-1
  march kyun manaya jata hai darasal almi yom e khawateen ke paas e manzar se mutaliq bataya jata hai ke america ke shehar new york mein khawateen (women) ne apni takhuwa ke masail par ahtejaj kiya jise ghur sawar daston ke zarye sakhti se kuchal deya gaya,100,-1
 is muzahere mein khawateen ne mehgayi khurak ki qilat aur almi jung ke bais paida hone wale masail par bhi shaded ahtejaj kiya,100,-1
 sadyon porani riwayat itni bazbot hoti hain ke unhein koi riyasati qanon badal nahi sakta,100,-1
 humare mulk ki khawateen hudod o qawanin ke mamle mien imtiazi soloq samet degar mamlat mein insaf ki talib hai,100,-1
 humare masher ki khawateen wani quran se shadi zabardasti shadi gherat ke naam par qatal teen bayak waqat talakon aur wirasat se mehromi jese ghambeer masail ka shikar hai,100,-1
 zarirat is amar ki hai ke in tamam qawanin par nazar e sani ki jaye jo khawateen ke hoqoq ke tahafuz ki zamanat nahi dete is ke elawa naye qawanin waza karne ki ashad zarorat hai ta ke hawwa ki beti apni hurman nasibi ka rona na ro sake,100,-1
 hawwa ki beti azal se zulm aur nainsafi ki chaki mein pisti hali arahi hai,100,-1
 duniya mien khatoon jahan nazakat ki alamat hai wahan mazlomiyat ka istaarah bhi hai,100,-1
 wafa ka pekar to hai magar mehromi ka mazhar bhi hai,100,-1
 fitrat ka sacha aks hai lekin samaj ki bereham zanjeron mein jakri hoi bhi hia aala martabe ki haq dar hai magar paon ki joti samjhi jati hai sarapa rehm o karam hone ki bona par boriyat ka roop hai magar zamana is se larzan bhi hai sadyon se zulm o sitam ka takhta e mashak hai lekin sabar ka pahar bhi hai,100,-1
 watan e aziz mein khawateen se rawa rakhe jane wale ghair munsifana aur imtiazi sulok ka rawaya qabill e muzamat hai,100,-1
 ghar janib dari se dekha jaye to mazi mein pakistan mein insani hoqoq ki sorat e haal qabill e tariff nahi rahi insani hoqoq ki pamali ki sorat mein khawateen ziyadah mutasir hoein,100,-1
 mulk mein khawateen ko beshumar mashi aur samaji masail ka samna hia,100,-1
 lekin jis kaam ko hangami bunyadon par karne ki zarorat thi wo  mein nafiz keye jane wale hodod o qawanin par nazar e sani bhi thi,100,-1
 hodod o qawanin ke nafaz ke silsile mein baz qanoni peshediyon ki wajah se begunah khawateeen jailon mein band thein,100,-1
 adalat mein jurm sabit hone se phele unhen mushkilat ke chungal se guzarna parta jahan un ki asmat ki chadar barha tar tar hoti,100,-1
 zana biljabar ke case mein khatoon ko zaniya qarar diya jata aur jail ki salakhon ke peche behj deya jata,100,-1
 kyun ke humare masher mein mardon ki bala dasti qaim hai,100,-1
 is ke elawa jagirdarana culture aur khatoon ki kamzor mashrati hesiyat ki wajah se hodod o qawanin ko bator hatyar istemal kiya ja raha tha,100,-1
